meal_description,carb,fat,energy,protein,country,serving_type
"For dinner, I’m enjoying a cheeseburger made with a small patty on a white bun topped with a tablespoon of ketchup.",30.98,21.78,419.47,24.02,USA,natural
I’m enjoying a cup of XS energy drink as a quick snack.,1.74,0.2,12.4,0.62,USA,natural
"For my snack, I have a cup of brewed coffee, an ounce of creamer, and I'm sipping on an XS energy drink.",5.15,3.24,55.6,1.21,USA,natural
"For a snack, I grabbed a cup of plain Chex Mix, a small cookie, and a raw pear.",85.89,11.19,457.80000000000007,6.970000000000001,USA,natural
"For lunch, I'm having an egg roll filled with shrimp and a packet of sweet and sour sauce.",22.65,9.05,186.02,3.62,USA,natural
"For my snack, I’m enjoying a fried chicken wing from a fast food restaurant.",8.21,11.68,177.1,9.76,USA,natural
"Lunch today includes a small hamburger on a white bun with a tablespoon of ketchup, a can of cola, and a small bag of plain potato chips.",83.82,26.36,652.4200000000001,21.64,USA,natural
"For a snack, I'm having a medium cup of vanilla ice cream, a bottle of water, and a small bag of lightly salted potato chips.",71.6,36.29,653.32,10.28,USA,natural
"For a snack, I'm having a bottle of unsweetened bottled water, a medium fast food milkshake that's not chocolate, and a pack of hard candy.",120.68,34.34,849.4,17.73,USA,natural
"For a snack, I'm having a Pop Tart, a cup of whole milk, and a snack-sized container of chocolate pudding.",75.49,17.74,510.5,12.47,USA,natural
"For a snack, I'm having a piece of extra-large thin crust pizza with meat other than pepperoni.",29.16,19.13,346.68,14.43,USA,natural
"I enjoyed a bagel, along with one scrambled egg cooked in butter, and a granola bar for lunch.",72.22,13.15,476.52,18.92,USA,natural
"For lunch, I'm having a small piece of a medium-crust pizza with extra meat and extra vegetables, along with a can of flavored cola.",66.3,10.87,405.55,12.23,USA,natural
"For my snack, it’s a medium cookie made of peanut butter and a cup of raw raspberries.",35.35,8.13,219.9,4.48,USA,natural
I'm having a drink of a Screwdriver for a snack.,19.39,0.2,209.25,1.15,USA,natural
"For lunch, I'm having a large hard white roll with a bun-size Italian sausage and a tablespoon of ketchup.",38.94,22.34,440.33,19.97,USA,natural
"Lunch today includes one custard-filled doughnut with icing, a yeast doughnut, a fried chicken breast, and a fried chicken thigh from a restaurant.",103.25,81.63999999999999,1380.35,59.35,USA,natural
"For breakfast, I'm having a sandwich with sausage and cheese on an English muffin, a hash brown patty, a tablespoon of jelly, and a bottle of water.",58.69,32.93,588.12,16.59,USA,natural
I’m enjoying a small bag of pork skin rinds right now for a snack.,0.0,8.76,152.32,17.16,USA,natural
"For breakfast, I'm having a slice of cheddar cheese with an English muffin and an egg omelet cooked with margarine.",26.53,15.329999999999998,311.39,16.48,USA,natural
"For a snack, I'm having a pouch of fruit leather and a banana.",50.7,1.16,207.04,1.5100000000000002,USA,natural
"For breakfast, I'm having a bottle of unsweetened water, a packet of mustard, and a packet of ketchup with a frankfurter on a white bun.",27.29,18.74,327.31,11.72,USA,natural
"For dinner, I’m having a cup of cooked catfish that’s been fried and flaked, coated in oil.",13.4,20.94,334.56,21.76,USA,natural
"I have a cup of whole chocolate milk, a fresh orange, and one piece of medium crust cheese pizza for lunch.",87.4,21.22,645.72,29.4,USA,natural
"For dinner, I'm having an Arby's regular roast beef sandwich.",34.87,16.17,383.08,23.82,USA,natural
I have a small serving of 1 fl oz of citrus juice for my snack.,3.78,0.02,15.81,0.13,USA,natural
Lunch today was a chicken fillet sandwich paired with a carton of 100% orange juice.,41.73,7.57,291.68,14.29,USA,natural
I grabbed a banana and a raw carrot to snack on.,34.53,0.56,136.74,1.93,USA,natural
"For lunch, I'm having a medium bag of flavored potato chips, a packet of mustard, a frankfurter on a white bun, and a bottle of green iced tea.",80.75,34.96,672.8,14.15,USA,natural
"For a snack, I'm having a frozen fruit juice bar and a small raw apple.",43.11,0.33,169.8,1.08,USA,natural
"For my dinner, I’m eating a turkey patty along with a cup of white rice and a cup of chicken with assorted vegetables.",55.25,24.49,615.14,43.63,USA,natural
"For a snack, I’m having a fun size pack of M&M's Milk Chocolate Candies and a piece of sugar-free chewing gum.",14.71,3.81,93.92,0.78,USA,natural
"I enjoyed a tuna salad sandwich for lunch, along with a medium bag of barbecue potato chips, a 12 oz can of caffeine-free fruit soda, and a boiled egg.",102.85,43.7,893.89,27.98,USA,natural
"For my dinner, I have a medium burrito with chicken and sour cream paired with a bottle of water.",39.71,35.99,639.2,39.44,USA,natural
Lunch today is a can of ready-to-serve vegetable soup that I made as directed.,46.29,2.11,228.54,6.68,USA,natural
I have a 6.75 fl oz juice pouch of diet fruit juice drink for breakfast.,0.95,0.0,2.03,0.0,USA,natural
"For lunch, I'm having a can of pepper soft drink and a peanut butter and jelly sandwich on whole wheat bread.",86.92,19.67,558.3199999999999,14.07,USA,natural
"For a snack, I'm having a bottle of unsweetened water and a 100 calorie package of vegetable chips.",11.84,5.31,99.0,0.94,USA,natural
I’ll be having one drink of a White Russian with my dinner.,25.13,17.77,407.25,4.84,USA,natural
"For dinner, I'm having an ice cream cookie sandwich and a miniature cheeseburger slider.",46.76,23.76,475.35,17.96,USA,natural
"For a snack, I'm having a bottle of unsweetened bottled water and a large drink of pre-sweetened iced black tea.",59.07,0.15,230.64,0.0,USA,natural
"For lunch, I’m eating a small fried chicken breast with a cup of raw cantaloupe on the side.",23.35,22.39,426.2,32.08,USA,natural
"For a snack, I'm having a bottle of caffeine-free fruit-flavored soft drink and a medium soft pretzel.",146.13,4.92,662.0,9.92,USA,natural
I'm eating a snack size container of gelatin dessert right now.,13.48,0.0,57.0,1.16,USA,natural
"For breakfast, I'm having a package of Nature Valley Crunchy Granola Bars and a regular dill pickle.",28.64,8.66,207.42,4.62,USA,natural
"I'm enjoying a large brownie cookie with icing, a scoop of vanilla ice cream, and a 16.9 fl oz bottle of water for my snack.",98.22,31.84,689.5,7.43,USA,natural
"For a snack, I have a pouch of fruit leather and a Capri Sun fruit juice drink.",40.52,0.87,167.44,0.14,USA,natural
"Lunch today includes a large pre-sweetened iced black tea and a sandwich filled with egg, cheese, and sausage on an English muffin.",86.8,28.93,685.38,21.27,USA,natural
"For lunch, I enjoyed a banana and a medium butter cookie.",48.98,6.28,251.34,2.97,USA,natural
I have a medium piece of pizza with meat and vegetables and a cup of bottled water for dinner.,36.55,15.7,351.36,15.87,USA,natural
"For breakfast, I'm having a bottle of ginger ale along with an egg, cheese, and bacon griddle cake sandwich and an egg, cheese, and sausage sandwich on an English muffin.",126.04,50.94,1122.5,41.48,USA,natural
"For my snack, I opened a 16.9 fl oz fruit-flavored soft drink and enjoyed a vanilla ice cream sandwich.",80.04,8.95,407.6,3.47,USA,natural
"For a snack, I’m having a bottle of water, a piece of extra-large, medium-crust pizza with extra meat, and a small cookie coated with vanilla, caramel, coconut, and chocolate.",59.74,26.69,567.1,22.72,USA,natural
I'm eating a 3 oz package of noodle soup and sipping on a 12 fl oz can of diet pepper for lunch.,46.34,13.35,338.18,8.06,USA,natural
I’ve got a large drink of pre-sweetened iced tea and a medium fried chicken drumstick for dinner.,64.09,12.93,434.64,16.19,USA,natural
"For a snack, I'm having a miniature SNICKERS bar, a 12 fl oz bottle of unsweetened water, a small plain muffin, and a whole avocado.",54.52,35.3,543.19,7.729999999999999,USA,natural
"I’m having a medium-sized burrito for lunch, and it's meatless with beans and rice inside.",60.02,25.28,573.4,26.84,USA,natural
"For a snack, I'm having a medium slice of toasted white bread with a tablespoon of chocolate flavored hazelnut spread and a small bag of Cool Ranch Doritos.",44.870000000000005,12.69,313.65,5.65,USA,natural
"For my snack, I’m drinking one bottle of unsweetened water and munching on a small bag each of flavored tortilla chips and Cheetos.",32.02,17.759999999999998,302.12,3.7,USA,natural
"For breakfast, I'm having a regular bagel with some fruit and a cup of low-fat milk.",63.44,3.63,360.07,18.28,USA,natural
I’m enjoying a fish sandwich and drinking a cup of unsweetened water for lunch.,34.29,16.59,385.05,23.1,USA,natural
I have a snack of a medium cookie made with peanut butter and a bottled green tea that's 12 fl oz.,40.5,7.970000000000001,242.34,2.68,USA,natural
"For dinner, I'm having a Little Hug fruit flavored drink and a medium bag of cheese flavored popcorn.",69.16,18.92,458.54,5.3,USA,natural
I’m starting my day with a large cappuccino and a yeast doughnut.,45.32,19.56,414.6,13.94,USA,natural
"Lunch today includes a cup of reduced sugar strawberry milk, a medium apple, and a slice of medium crust cheese pizza.",88.84,15.3,595.5,28.82,USA,natural
"I'm sipping on a cup of hot cocoa made with no sugar added dry mix and water, and I have a tablespoon of molasses to add some sweetness.",29.68,0.64,134.88,3.17,USA,natural
I ate a piece of coffee cake with fruit in it for my snack.,37.6,8.48,232.5,3.1,USA,natural
"For a snack, I have a small raw apple and a snack-sized container of canned orange juice.",33.6,0.31,127.61,1.13,USA,natural
"For breakfast, I'm having a cup of bottled unsweetened water and a chocolate doughnut with chocolate icing.",38.26,17.04,309.75,4.07,USA,natural
"For lunch, I drank a cup of bottled water and ate one mozzarella stick along with a stick of part-skim mozzarella cheese.",12.32,13.85,227.48,13.21,USA,natural
"For breakfast, I'm having a package of Breakfast Tarts and a container of 100% apple juice.",91.59,9.9,472.84,4.45,USA,natural
I'm enjoying a snack of one large slice of white bread and a piece of hard candy.,33.43,1.89,172.14,4.75,USA,natural
"I’m having a medium sweet potato with no added fat, along with an oatmeal cookie and a 500 ml bottle of water as my snack.",51.55,5.65,270.0,4.86,USA,natural
"I decided on a chicken and vegetable entree with noodles for dinner, which is a diet frozen meal weighing 11.75 oz.",32.3,6.26,279.72,25.37,USA,natural
I'm snacking on a roasted chicken wing right now.,0.0,5.86,88.2,8.26,USA,natural
"For a snack, I'm having a stuffed jalapeno pepper, a cup of California sushi roll, and a can of Red Bull.",69.77000000000001,4.91,359.46000000000004,8.33,USA,natural
"For dinner, I made a cup of fresh cooked broccoli and paired it with a cup of cooked diced lean beef steak.",10.7,9.63,300.81,43.71,USA,natural
I’m having a cup of bottled fruit smoothie for breakfast.,28.92,0.67,124.0,1.19,USA,natural
"For breakfast, I'm having a Capri Sun pouch of fruit juice drink and a packet of instant fruit-flavored oatmeal.",51.35,2.07,235.54,3.81,USA,natural
"I'm enjoying a snack-sized container of pudding, but it's not chocolate this time.",24.86,4.16,143.0,1.6,USA,natural
"For lunch, I had a cup of reduced fat chocolate milk, a snack size container of canned pineapple, and a piece of pepperoni pizza from school.",87.65,18.4,619.04,27.85,USA,natural
"For breakfast, I had a school cafeteria chicken fillet sandwich, a 6.75 fl oz apple juice box, and a cup of broccoli cooked from a restaurant.",61.540000000000006,15.18,442.26,18.14,USA,natural
"For lunch, I’m having a cheeseburger on a white bun with a small patty, along with a packet of mustard and a tablespoon of ketchup. I’ll also have a cup of low-fat milk and a small bag of plain potato chips.",58.97,33.78,676.4000000000001,34.27,USA,natural
I grabbed a Kool-Aid Jammers fruit juice drink and paired it with a stick of part-skim mozzarella cheese for my snack.,22.37,5.98,170.04000000000002,6.96,USA,natural
"For brunch, I'm having a grilled fish sandwich with a tablespoon of tartar sauce, a small order of fast food french fries, and a bottle of unsweetened water.",75.08,21.11,596.3399999999999,24.68,USA,natural
"For a quick snack, I've got a drink of margarita and a cup of Powerade.",55.58,0.3,353.86,0.18,USA,natural
"For breakfast, it’s a can of unsweetened carbonated water, a banana, and a medium slice of whole wheat toast.",44.41,1.71,204.21,5.83,USA,natural
"For dinner, I have a can of unsweetened carbonated water, a chocolate-coated vanilla ice cream bar, a cup of cream of mushroom soup, a can of drained tuna, and a medium slice of toasted whole wheat bread.",48.48,29.82,644.22,43.72,USA,natural
"I just had a medium sparerib, cooked and ready to eat, for my snack.",0.0,10.52,137.9,10.09,USA,natural
Dinner tonight is a large bar of marshmallow cookie made with rice cereal and a fresh banana.,73.86,5.46,345.66,3.27,USA,natural
"For breakfast, it’s an 8 fl oz bottle of orange juice, a chicken fillet sandwich from school, and a yeast doughnut on the side.",84.13000000000001,21.34,600.08,18.82,USA,natural
I’m having a 19 oz can of chunky noodle soup with chicken or turkey for dinner.,24.04,6.25,220.99,16.66,USA,natural
I'm enjoying a cup of fruit smoothie along with a medium chocolate cookie bar as a snack.,61.6,13.03,370.0,3.74,USA,natural
"For lunch, I'm having a medium fried catfish fillet with a cup of french fries and a tablespoon of ketchup on the side. I’ll wash it down with a bottle of water.",35.34,34.64,569.77,28.88,USA,natural
I'm snacking on some sugar-coated almonds from a box while I drink a liter of bottled water.,23.89,6.28,162.75,3.5,USA,natural
"For a snack, I'm having a tube of low-fat Greek yogurt with fruit and a boiled egg.",7.37,6.22,131.35,10.94,USA,natural
"For my snack, I have a piece of fondant and a bottle of unsweetened water.",1.86,0.0,7.46,0.0,USA,natural
"For a snack, I'm having a regular microwave bag of butter-flavored popcorn, a 16.9 fl oz bottle of low-calorie sweetened water, and two 3-inch fig bars.",88.66,30.57,660.73,9.5,USA,natural
I'm enjoying a hamburger from Burger King along with a cup of tap water for dinner.,25.98,10.24,254.0,13.63,USA,natural
"I'm enjoying a snack with a milk chocolate candy bar, a pouch of fruit snacks, and a vanilla ice cream cone.",80.34,27.340000000000003,599.05,8.11,USA,natural
I’ve got a 16.9 fl oz bottle of Gatorade and a cup of flavored potato chips for breakfast.,51.58,9.94,292.08000000000004,2.08,USA,natural
"For lunch, I have an individual container of 100% fruit juice blend, a cup of reduced fat milk, a tablespoon of ketchup, and a frankfurter on a plain white bun.",57.650000000000006,21.08,492.89,18.78,USA,natural
"For my dinner, I've got a piece of medium pepperoni pizza and a McDonald's double cheeseburger.",57.79,37.18,713.46,37.13,USA,natural
"For a snack, I'm having a nutrition bar and a small bag of Goldfish cheese crackers.",42.04,14.99,364.89,15.12,USA,natural
Lunch is a stick of part-skim mozzarella cheese and a peanut butter sandwich made with regular peanut butter on wheat bread.,35.65,24.52,434.08,20.76,USA,natural
"This morning, I have a medium sweet roll with frosting for breakfast.",45.83,18.05,360.0,4.94,USA,natural
"I'm having a lunch that features regular applesauce in a snack size container, a cup of chocolate milk, and a medium pizza slice with meat on whole wheat thin crust.",73.89,14.58,497.32,20.07,USA,natural
Dinner consists of a frankfurter on a bun topped with a tablespoon of ketchup.,30.22,16.29,308.89000000000004,10.41,USA,natural
"For a snack, I'm having one plain potato chip, a stick of part-skim mozzarella cheese, and a Nabisco Chips Ahoy! chocolate chip cookie.",9.22,9.08,147.0,7.35,USA,natural
"For breakfast, I'm having a diet roll and a cup of low-fat milk, along with a small container of 100% apple juice.",41.2,3.16,238.12,11.38,USA,natural
"For my snack, I enjoyed one medium teething cookie.",8.4,0.46,43.12,1.18,USA,natural
"For a snack, I'm having a Kool-Aid Jammers pouch of fruit juice drink, a 16.9 fl oz bottle of unsweetened water, and a medium bag of flavored potato chips.",52.98,17.9,363.15,3.95,USA,natural
I had a Whopper Jr with cheese and a large pepper soft drink for my breakfast.,106.36,20.71,676.73,18.71,USA,natural
"I cooked one egg for lunch, either as an omelet or scrambled, with tomatoes and some fat added.",0.95,9.6,123.0,7.82,USA,natural
"For dinner, I'm having a can of caffeine-free fruit-flavored soft drink along with a chicken thigh, a chicken drumstick, and a chicken breast.",37.89,23.290000000000003,626.0,67.24000000000001,USA,natural
"For a snack, I poured myself a cup of hot cocoa.",41.02,3.82,225.68,6.75,USA,natural
"For dinner, I'm having a medium grilled chicken leg with the skin on and a bottle of unsweetened water.",0.0,20.33,317.8,31.71,USA,natural
"I grabbed a Popsicle, a banana, and a small oatmeal cookie with raisins for my snack.",52.14,4.16,241.64,2.6100000000000003,USA,natural
Dinner consists of a raw pear and a biscuit with gravy.,64.85,32.52,595.4,14.22,USA,natural
"For lunch, I'm having a bottle of water and a piece of extra-large, medium crust pizza with meat and fruit.",46.38,14.16,384.45,18.12,USA,natural
"For a snack, I'm having 1 oz of reduced sugar flavored oatmeal, which is dry but will yield a nice bowl when cooked.",28.25,2.18,144.5,4.0,USA,natural
"For my snack, I grabbed a medium raw apple and a package of Reese's Peanut Butter Cups.",52.53,14.08,335.75,5.130000000000001,USA,natural
"For breakfast, I'm having a bottle of unsweetened water and a plain frozen pancake.",15.1,2.73,93.2,2.09,USA,natural
Lunch today is a 10 oz frozen meal with Salisbury steak and gravy alongside some macaroni and cheese.,57.82,24.17,573.68,29.56,USA,natural
"For my dinner, I have a McDouble and a large diet cola to drink.",27.25,22.87,409.2,23.53,USA,natural
I have a cup of tap water and an 8 fl oz bottle of orange juice for my snack.,27.95,0.3,116.56,1.69,USA,natural
I'm going to have a medium shortbread cookie as part of my brunch.,19.13,7.87,154.2,1.61,USA,natural
"For dinner, I’m digging into a large sope with meat and sour cream, along with a packet of red salsa to spice things up.",48.85,30.82,545.98,19.93,USA,natural
I’ve got a 6-inch piece of cassava bread for my breakfast.,71.22,0.52,299.0,2.54,USA,natural
"For a snack, I'm having a cup of unsweetened bottled water and a large drink of unsweetened iced black tea.",2.16,0.0,7.2,0.0,USA,natural
Lunch today is a wheat bagel with raisins and a tablespoon of plain cream cheese.,55.36,6.64,320.25,10.91,USA,natural
I'm enjoying a whole frozen medium cheese pizza with a cup of reduced fat milk for dinner.,179.31,68.96,1650.03,77.37,USA,natural
I ate one jumbo fried shrimp and a cup of french fries made from frozen potatoes for dinner.,17.25,11.92,198.0,6.04,USA,natural
"For a snack, I'm having a single stick of Popsicle and a bar of milk chocolate candy with cereal.",31.7,10.989999999999998,228.57,2.83,USA,natural
"For breakfast, I'm having a corn dog with a packet of mustard and a cup of tap water.",23.98,10.75,223.05,7.75,USA,natural
"For my snack, I have one ice cream cone and one package of roasted salted peanuts.",40.29,47.04,635.8,18.97,USA,natural
"This morning, I made myself a cup of herbal tea and grabbed a banana to eat.",29.26,0.42,114.54,1.37,USA,natural
I'm enjoying a medium burrito packed with meat and beans and a cup of unsweetened bottled water for lunch.,46.84,32.14,600.48,30.75,USA,natural
"For a snack, I'm having a large fruit-flavored soft drink and a small fruit juice drink that has a lot of vitamin C.",117.66,0.5599999999999999,468.72,0.85,USA,natural
"For lunch, I'm having a Quarter Pounder with cheese from McDonald's and a large iced black tea that's pre-sweetened.",98.51,28.95,768.64,30.42,USA,natural
"For a snack, I had a fun-sized milk chocolate candy bar, a peanut butter and jelly sandwich on white bread, a can of Vienna sausage, and a cup of instant noodle soup.",63.65,44.760000000000005,761.79,28.03,USA,natural
"For lunch, I'm having a grilled cheese sandwich made with cheddar cheese on white bread, along with an ounce of cooked smoked ham and a bottle of water.",30.94,28.79,467.96,21.22,USA,natural
"For a snack, I'm having a bottle of unsweetened bottled water and a regular bag of microwave popcorn.",47.59,26.41,457.3,7.39,USA,natural
"For breakfast, I’ve got a medium Danish pastry and a croissant sandwich with ham, egg, and cheese.",79.82,48.48,859.94,27.21,USA,natural
"For breakfast, I'm having a reduced fat American cheese sandwich on white bread with no spread, along with a medium raw apple.",61.6,8.42,367.16,13.57,USA,natural
"For lunch, I’m eating a frozen fruit juice bar and a piece of thin crust pizza with a meat topping that's not pepperoni.",48.4,18.47,417.84,14.54,USA,natural
"For dinner, I'm having a child-sized caffeine-free fruit-flavored soft drink and a piece of thin crust pizza with meat other than pepperoni.",56.37,18.48,445.44,14.03,USA,natural
I have one raw pear and one banana for lunch.,56.19,0.6699999999999999,214.74,2.02,USA,natural
Dinner tonight is a cup of diced beef steak that I've fried.,0.0,18.01,314.9,36.26,USA,natural
"I made a submarine sandwich with steak and cheese, topped with fried peppers and onions, and I put on a tablespoon of sandwich spread and ketchup for dinner.",55.370000000000005,31.3,678.72,42.6,USA,natural
"For lunch, I'm having a medium cola drink, a medium order of french fries, and a Whopper from Burger King.",159.92,56.04,1277.64,35.59,USA,natural
"For a snack, I'm having a bottle of caffeine-free fruit-flavored soft drink and a small bag of barbecue-flavored potato chips.",68.79,8.799999999999999,345.96000000000004,2.08,USA,natural
"For a snack, I'm having one slice of raw orange and a piece of chewing gum.",5.63,0.03,21.45,0.14,USA,natural
"For lunch, I'm having a medium slice of wheat bread with a cup of homemade pasta in tomato sauce and meat.",61.190000000000005,7.720000000000001,384.22,17.64,USA,natural
"For lunch, I'm having a regular bagel with a tablespoon of butter and a small brewed coffee.",55.01,12.82,381.18,11.64,USA,natural
"For breakfast, I'm having a frozen Jimmy Dean Flapstick pancake and sausage meal along with a can of diet fruit-flavored soda.",19.38,9.61,189.0,6.5600000000000005,USA,natural
"For my lunch, I ate a peanut butter and jelly sandwich, a cup of strawberry milk, and a bag of raw carrots.",88.13999999999999,18.92,590.64,21.52,USA,natural
"Today for breakfast, I have a medium burrito with meat and beans, a small bag of corn nuts, and a 16.9 fl oz bottle of water.",66.96000000000001,36.52,725.36,33.13,USA,natural
"For dinner, I'm having a cup of cooked, diced baked chicken breast from a fast food restaurant.",0.0,7.34,236.25,39.91,USA,natural
My lunch today was a frankfurter served on a plain white bun.,24.29,18.56,314.16,11.41,USA,natural
"For lunch, I had some strained chicken and rice baby food and washed it down with an ounce of tap water.",10.4,1.02,57.63,1.81,USA,natural
"For a snack, I had a fun-sized piece of hard candy and a snack cake that’s not chocolate, topped with icing.",36.43,4.3,189.6,1.28,USA,natural
I have a cup of fat-free dry milk ready for my snack.,11.22,0.17,78.08,7.81,USA,natural
I enjoyed a sandwich made with sausage and cheese on an English muffin along with a cup of tap water for breakfast.,28.82,23.56,385.32,15.14,USA,natural
I’m enjoying a snack with one Popsicle and a whole bag of butter-flavored popcorn from the microwave.,57.21,26.53,496.8,7.39,USA,natural
My snack consists of one vanilla ice cream cone in a waffle cone and one raw banana.,98.04,27.4,668.04,10.96,USA,natural
"This morning, I'm having a frozen crustless peanut butter and jelly sandwich, along with a cup of reduced fat milk and a carton of orange juice.",53.42,14.71,400.56,15.92,USA,natural
"Tonight, my meal consists of a small raw apple and a medium breast of sautéed chicken without the skin.",22.79,6.82,297.0,35.97,USA,natural
"Tonight, I’ll be eating one bun-sized Polish sausage.",3.77,22.26,252.75,9.34,USA,natural
"I’m enjoying a cup of raw green beans with a cup of cooked, diced chicken breast for lunch.",6.97,4.97,248.35,42.63,USA,natural
"For lunch, I'm having a cup of tap water, a Taco Bell chalupa with meat and sour cream, and a Taco Bell quesadilla with chicken.",77.78,49.48,918.87,41.46,USA,natural
I'm going to heat up a can of ready-to-serve beef vegetable soup for dinner.,33.2,6.25,258.72,17.14,USA,natural
"For lunch today, I’m having a tuna salad sandwich on a bun and a bottle of water.",32.9,21.17,396.0,17.8,USA,natural
I'm enjoying a snack-size container of canned oranges right now.,13.36,0.05,51.98,0.68,USA,natural
"For brunch, I'm having a cup of scrambled egg whites mixed with cheese and vegetables.",2.16,10.5,162.0,14.24,USA,natural
I’m having a small flavored latte to kick off my breakfast.,27.9,5.84,200.88,10.08,USA,natural
I’m starting my day with a cup of low-fat Greek yogurt that has a different flavor.,23.37,6.12,232.75,21.17,USA,natural
"I’m enjoying a snack of a raw banana, a plum, and a cup of bottled water.",37.34,0.63,146.64,1.89,USA,natural
"For breakfast, I'm having a medium fruit muffin, a medium chocolate chip muffin, and a cup of brewed coffee with a glass of tap water.",140.56,45.46,1009.7,13.75,USA,natural
"For lunch, I’m having a cup of reduced sugar chocolate milk.",19.05,2.58,141.36,8.51,USA,natural
"I’m enjoying a 12 fl oz cola, a medium-sized baked potato with butter, and a medium roasted chicken breast for dinner.",102.77,18.16,740.04,42.24,USA,natural
Dinner consists of a medium slice of garlic bread with cheese and a piece of extra meat and veggie pizza on thick crust.,75.74000000000001,32.51,711.79,29.04,USA,natural
"Lunch today is a sandwich with a turkey or chicken burger on a wheat bun, served with a tablespoon of ketchup and a packet of mustard, alongside a bottle of low-calorie sports drink.",42.47,11.45,392.83,30.84,USA,natural
"For a snack, I’m having a lollipop that weighs half an ounce and a vanilla ice cream cone in a waffle cone.",82.98,27.01,611.06,9.59,USA,natural
"I’m having one breakfast-sized turkey sausage link, a fried egg, and a whole cooked plantain for lunch.",70.05,18.2,468.85,13.21,USA,natural
"For breakfast today, I have a large cookie with chocolate icing and a 500 ml bottle of water.",42.76,15.25,319.41,2.84,USA,natural
I started my day with a cup of water and mixed in a scoop of protein powder.,1.94,0.48,109.12,24.22,USA,natural
I ate a pork sausage patty and drank a cup of fat-free chocolate milk for breakfast.,33.88,9.54,279.91,14.9,USA,natural
"For lunch, I'm having a small bag of whole grain cheese crackers, a thick crust French bread cheese pizza, and a cup of fat-free chocolate milk.",99.31,20.47,714.78,33.650000000000006,USA,natural
"For lunch, I'm having a cup of cooked white rice and a cup of pasta with vegetables, no sauce.",80.33,5.77,424.77,11.09,USA,natural
"For a quick snack, I’m having a small serving of baked flavored potato chips and a piece of taffy.",24.0,5.470000000000001,150.91,1.43,USA,natural
"For breakfast, I grabbed a chocolate croissant and sipped on a small flavored latte.",56.06,18.83,440.85,14.3,USA,natural
I'm eating a cup of mayonnaise tuna salad along with a 20 fl oz bottle of bottled water for lunch.,6.71,37.72,466.48,24.09,USA,natural
I’m having a glass of wine cooler for a snack.,13.59,0.0,91.8,0.0,USA,natural
"For breakfast, I have a cheese quesadilla, a small bag of potato chips, and a 16.9 fl oz bottle of cola to drink.",115.16,36.23,855.49,19.75,USA,natural
"I’ve got a small oatmeal cookie, a medium cup of vanilla ice cream, and a medium slice of white bread for my snack.",84.16,31.03,662.4,12.28,USA,natural
"For a snack, I'm having a small no-bake marshmallow rice cereal cookie and a regular bag of butter-flavored microwave popcorn.",80.9,10.27,462.1,11.48,USA,natural
I've got a small cookie that's peanut butter flavored with some chocolate for my snack.,11.9,5.06,95.0,1.56,USA,natural
"For a snack, I'm having a chunk of raw pineapple, a cube of raw watermelon, and a strawberry.",4.48,0.09,17.759999999999998,0.29,USA,natural
"For a snack, I'm having a slice of raw papaya and a miniature cucumber.",6.69,0.17,26.95,0.61,USA,natural
"For dinner, I'm having a nacho cheese flavored Dorito chip along with some toppings from a piece of meat pizza.",4.14,10.87,147.18,8.09,USA,natural
I'll snack on a piece of raw celery.,0.12,0.01,0.56,0.03,USA,natural
"For a snack, I'm having a single serving bag of raw carrots with a peanut butter and jelly sandwich on wheat bread.",56.040000000000006,18.93,434.88,14.81,USA,natural
"For a snack, I'm having a bottle of unsweetened water and a 100-calorie package of unsalted almonds.",3.67,9.71,109.26,3.66,USA,natural
"For my dinner, I have a Big Mac and a can of cola to drink.",82.68,29.83,691.29,24.48,USA,natural
"For dinner, I’m having a cup of reduced fat milk and a cup of pasta with tomato-based sauce and some added vegetables from my home recipe.",60.93000000000001,7.32,374.5,17.39,USA,natural
I'm enjoying a snack with a 12 fl oz can of caffeine-free fruit soft drink and a cup of water from the tap.,37.72,0.07,148.8,0.19,USA,natural
"For lunch, I'm having a kids meal order of fast food french fries with a cheeseburger from Burger King.",55.27,23.31,505.5,17.73,USA,natural
"For my snack, I have a cup of whole chocolate milk and one single serving of animal cookies.",46.39,12.27,330.72,9.79,USA,natural
Dinner is a cup of my home recipe chicken or turkey noodle soup.,11.88,5.35,147.01,13.4,USA,natural
"As a snack, I went for a large gumdrop and a small hard candy lollipop.",25.19,0.03,101.1,0.0,USA,natural
I'm enjoying a snack of a mozzarella cheese stick and a cup of low-fat yogurt with fruit.,36.69,9.14,302.53000000000003,18.14,USA,natural
"For breakfast, I'm having a chocolate doughnut.",38.96,16.83,312.75,3.9,USA,natural
I'm eating a medium-sized pork chop for dinner. It was broiled or baked and weighs around 5.5 ounces after cooking.,0.0,9.45,189.9,24.92,USA,natural
"This morning, I enjoyed a waffle, one tablespoon of pancake syrup, and one turkey sausage patty.",33.96,5.73,225.45,9.74,USA,natural
Lunch today includes a raw orange and a piece of cheese pizza with thick crust.,62.47,14.83,473.7,24.55,USA,natural
I'm enjoying a medium bag of onion flavored rings and a box of gumdrops as a snack.,96.45,12.88,522.03,4.39,USA,natural
I'm heating up a can of pasta with tomato sauce and meat for my lunch.,79.64,18.44,578.0,24.4,USA,natural
"Right now, I’m sipping on a can of cola and a can of Red Bull as my snack.",76.6,0.93,316.20000000000005,1.71,USA,natural
